sample_id,text,tokens,spans,labels
597_26,"Désinscription
Restez connecté(e)s
Suivez-nous sur Twitter
Rejoignez-nous sur Facebook
Google+
Le site www.code-sante-publique.fr a pour cible les professionnels.","['Désinscription', '\n', 'Restez', 'connecté(e)s', '\n', 'Suivez', '-nous', 'sur', 'Twitter', '\n', 'Rejoignez', '-nous', 'sur', 'Facebook', '\n', 'Google+', '\n', 'Le', 'site', 'www.code-sante-publique.fr', 'a', 'pour', 'cible', 'les', 'professionnels', '.']","[(22, 34)]",[['fle']]
612_55,"Vous serez compté(e) comme étant un utilisateur invisible.
Haut
» J’ai perdu mon mot de passe !
Pas de panique !","['Vous', 'serez', 'compté(e)', 'comme', 'étant', 'un', 'utilisateur', 'invisible', '.', '\n', 'Haut', '\n', '»', 'J’', 'ai', 'perdu', 'mon', 'mot', 'de', 'passe', '!', '\n', 'Pas', 'de', 'panique', '!']","[(11, 20)]",[['fle']]
612_66,"Si vous êtes certain(e) que l’adresse de courrier électronique que vous avez spécifiée était correcte, essayez de contacter un administrateur.
Haut
»","['Si', 'vous', 'êtes', 'certain(e)', 'que', 'l’', 'adresse', 'de', 'courrier', 'électronique', 'que', 'vous', 'avez', 'spécifiée', 'était', 'correcte', ',', 'essayez', 'de', 'contacter', 'un', 'administrateur', '.', '\n', 'Haut', '\n', '»']","[(13, 23)]",[['fle']]
612_89,vous êtes certain(e) d’avoir correctement réglé le fuseau horaire et l’heure,"['vous', 'êtes', 'certain(e)', 'd’', 'avoir', 'correctement', 'réglé', 'le', 'fuseau', 'horaire', 'et', 'l’', 'heure']","[(10, 20)]",[['fle']]
612_206,Si vous êtes intéressé(e),"['Si', 'vous', 'êtes', 'intéressé(e)']","[(13, 25)]",[['fle']]
612_219,"soit vous n’êtes pas inscrit(e) et connecté(e), soit un administrateur a désactivé entièrement la messagerie privée sur le forum, soit un des administrateurs vous empêche d’envoyer des messages privés.","['soit', 'vous', 'n’', 'êtes', 'pas', 'inscrit(e)', 'et', 'connecté(e)', ',', 'soit', 'un', 'administrateur', 'a', 'désactivé', 'entièrement', 'la', 'messagerie', 'privée', 'sur', 'le', 'forum', ',', 'soit', 'un', 'des', 'administrateurs', 'vous', 'empêche', 'd’', 'envoyer', 'des', 'messages', 'privés', '.']","[(35, 46)]",[['fle']]
612_253,"Si vous n’êtes pas certain(e) de ce qui est autorisé ou non, n’hésitez pas à demander assistance à un administrateur du forum.
Haut
» Comment puis-je retrouver toutes mes pièces jointes ?
Pour retrouver la liste des pièces jointes que vous avez transférées, rendez-vous sur le panneau de contrôle de l’utilisateur et suivez les liens vers la section des pièces jointes.
Haut
À propos de phpBB3
» Qui a développé ce logiciel de forum ?
","['Si', 'vous', 'n’', 'êtes', 'pas', 'certain(e)', 'de', 'ce', 'qui', 'est', 'autorisé', 'ou', 'non', ',', 'n’', 'hésitez', 'pas', 'à', 'demander', 'assistance', 'à', 'un', 'administrateur', 'du', 'forum', '.', '\n', 'Haut', '\n', '»', 'Comment', 'puis', '-je', 'retrouver', 'toutes', 'mes', 'pièces', 'jointes', '?', '\n', 'Pour', 'retrouver', 'la', 'liste', 'des', 'pièces', 'jointes', 'que', 'vous', 'avez', 'transférées', ',', 'rendez-vous', 'sur', 'le', 'panneau', 'de', 'contrôle', 'de', 'l’', 'utilisateur', 'et', 'suivez', 'les', 'liens', 'vers', 'la', 'section', 'des', 'pièces', 'jointes', '.', '\n', 'Haut', '\n', 'À', 'propos', 'de', 'phpBB3', '\n', '»', 'Qui', 'a', 'développé', 'ce', 'logiciel', 'de', 'forum', '?', '\n']","[(19, 29)]",[['fle']]
635_28,"On peut ici faire une comparaison avec la vie chrétienne où l’on retrouve parmi les chrétien(ne)s des enfants, des ados et des adultes dans leur univers spirituel personnel.
II-","['On', 'peut', 'ici', 'faire', 'une', 'comparaison', 'avec', 'la', 'vie', 'chrétienne', 'où', 'l’', 'on', 'retrouve', 'parmi', 'les', 'chrétien(ne)s', 'des', 'enfants', ',', 'des', 'ados', 'et', 'des', 'adultes', 'dans', 'leur', 'univers', 'spirituel', 'personnel', '.', '\n', 'II-']","[(84, 97)]",[['fle']]
635_51,"Ainsi, le chrétien ou la chrétienne évitera de fonder sa décision sur celle de toute une assemblée, de tout un groupe mais plutôt sur celle de Dieu.","['Ainsi', ',', 'le', 'chrétien', 'ou', 'la', 'chrétienne', 'évitera', 'de', 'fonder', 'sa', 'décision', 'sur', 'celle', 'de', 'toute', 'une', 'assemblée', ',', 'de', 'tout', 'un', 'groupe', 'mais', 'plutôt', 'sur', 'celle', 'de', 'Dieu', '.']","[(10, 35)]",[['coo']]
703_26,"Celle et ceux qui connaissent la S-Works 7 ne seront pas déçu.
","['Celle', 'et', 'ceux', 'qui', 'connaissent', 'la', 'S-Works', '7', 'ne', 'seront', 'pas', 'déçu', '.', '\n']","[(0, 13)]",[['coo']]
704_11,"L’application Mediapart
Découvrez notre application pour mobile & tablette
Informer la rédaction Contacter le service abonné·es
Nous suivre
Facebook Twitter","['L’', 'application', 'Mediapart', '\n', 'Découvrez', 'notre', 'application', 'pour', 'mobile', '&', 'tablette', '\n', 'Informer', 'la', 'rédaction', 'Contacter', 'le', 'service', 'abonné·es', '\n', 'Nous', 'suivre', '\n', 'Facebook', 'Twitter']","[(118, 127)]",[['fle']]
704_21,"- section française
Organisation non gouvernementale de défense des droits et de la dignité des personnes détenues
Abonné·e de Mediapart
299 Billets
0 Édition
Billet de blog 25 janv. 2016
Observatoire international des prisons","['-', 'section', 'française', '\n', 'Organisation', 'non', 'gouvernementale', 'de', 'défense', 'des', 'droits', 'et', 'de', 'la', 'dignité', 'des', 'personnes', 'détenues', '\n', 'Abonné·e', 'de', 'Mediapart', '\n', '299', 'Billets', '\n', '0', 'Édition', '\n', 'Billet', 'de', 'blog', '25', 'janv.', '2016', '\n', 'Observatoire', 'international', 'des', 'prisons']","[(115, 123)]",[['fle']]
704_22,"- section française
Organisation non gouvernementale de défense des droits et de la dignité des personnes détenues
Abonné·e de Mediapart
«","['-', 'section', 'française', '\n', 'Organisation', 'non', 'gouvernementale', 'de', 'défense', 'des', 'droits', 'et', 'de', 'la', 'dignité', 'des', 'personnes', 'détenues', '\n', 'Abonné·e', 'de', 'Mediapart', '\n', '«']","[(115, 123)]",[['fle']]
704_27,"- section française
Organisation non gouvernementale de défense des droits et de la dignité des personnes détenues
Abonné·e de Mediapart
","['-', 'section', 'française', '\n', 'Organisation', 'non', 'gouvernementale', 'de', 'défense', 'des', 'droits', 'et', 'de', 'la', 'dignité', 'des', 'personnes', 'détenues', '\n', 'Abonné·e', 'de', 'Mediapart', '\n']","[(115, 123)]",[['fle']]
704_79,"de libre expression des abonné·e·s de Mediapart
Bienvenue","['de', 'libre', 'expression', 'des', 'abonné·e·s', 'de', 'Mediapart', '\n', 'Bienvenue']","[(24, 34)]",[['fle']]
704_80,"dans le Club de Mediapart
Tout·e abonné·e à Mediapart dispose d’un blog","['dans', 'le', 'Club', 'de', 'Mediapart', '\n', 'Tout·e', 'abonné·e', 'à', 'Mediapart', 'dispose', 'd’', 'un', 'blog']","[(26, 41)]",[['fle']]
704_87,"un rapport officiel reconnaît l’ampleur du scandale
Recommandés par nos abonné·es
Billet de blog
J’ai 16 ans, et j’ai peur pour l’avenir de mon pays
Billet de blog
Zemmour, Le Pen et l’antifascisme
Billet de blog
Cours vite et « souffre en silence »
À la Une de Mediapart
Journal — Défense
Néonazis dans l’armée : l’insupportable laisser-faire du ministère
Un militaire néonazi, dont le cas avait été évoqué il y a huit mois par Mediapart, a été interpellé en novembre par des douaniers.","['un', 'rapport', 'officiel', 'reconnaît', 'l’', 'ampleur', 'du', 'scandale', '\n', 'Recommandés', 'par', 'nos', 'abonné·es', '\n', 'Billet', 'de', 'blog', '\n', 'J’', 'ai', '16', 'ans', ',', 'et', 'j’', 'ai', 'peur', 'pour', 'l’', 'avenir', 'de', 'mon', 'pays', '\n', 'Billet', 'de', 'blog', '\n', 'Zemmour', ',', 'Le', 'Pen', 'et', 'l’', 'antifascisme', '\n', 'Billet', 'de', 'blog', '\n', 'Cours', 'vite', 'et', '«', 'souffre', 'en', 'silence', '»', '\n', 'À', 'la', 'Une', 'de', 'Mediapart', '\n', 'Journal', '—', 'Défense', '\n', 'Néonazis', 'dans', 'l’', 'armée', ':', 'l’', 'insupportable', 'laisser-faire', 'du', 'ministère', '\n', 'Un', 'militaire', 'néonazi', ',', 'dont', 'le', 'cas', 'avait', 'été', 'évoqué', 'il', 'y', 'a', 'huit', 'mois', 'par', 'Mediapart', ',', 'a', 'été', 'interpellé', 'en', 'novembre', 'par', 'des', 'douaniers', '.']","[(72, 81)]",[['fle']]
704_104,"Les voix des « experts » (en technologies numériques, plutôt qu'en pédagogie) continuent de se faire bruyamment entendre, peut-être pour couvrir la parole des enseignant-e-s... et des élèves.
par Julien Cueille
Billet de blog
","['Les', 'voix', 'des', '«', 'experts', '»', '(', 'en', 'technologies', 'numériques', ',', 'plutôt', ""qu'"", 'en', 'pédagogie', ')', 'continuent', 'de', 'se', 'faire', 'bruyamment', 'entendre', ',', 'peut-être', 'pour', 'couvrir', 'la', 'parole', 'des', 'enseignant-e-s', '...', 'et', 'des', 'élèves', '.', '\n', 'par', 'Julien', 'Cueille', '\n', 'Billet', 'de', 'blog', '\n']","[(159, 173)]",[['fle']]
704_136,"D’autres sont optionnelles mais contribuent à faciliter votre expérience de lecteur ou de lectrice et d’une certaine façon à soutenir Mediapart : vous pouvez à tout moment donner ou retirer votre consentement.
Acceptez-vous que Mediapart emploie des cookies ou technologies similaires utiles à son fonctionnement ?
Refuser
Accepter
Affiner mes choix
Paramètres de confidentialité
","['D’', 'autres', 'sont', 'optionnelles', 'mais', 'contribuent', 'à', 'faciliter', 'votre', 'expérience', 'de', 'lecteur', 'ou', 'de', 'lectrice', 'et', 'd’', 'une', 'certaine', 'façon', 'à', 'soutenir', 'Mediapart', ':', 'vous', 'pouvez', 'à', 'tout', 'moment', 'donner', 'ou', 'retirer', 'votre', 'consentement', '.', '\n', 'Acceptez', '-vous', 'que', 'Mediapart', 'emploie', 'des', 'cookies', 'ou', 'technologies', 'similaires', 'utiles', 'à', 'son', 'fonctionnement', '?', '\n', 'Refuser', '\n', 'Accepter', '\n', 'Affiner', 'mes', 'choix', '\n', 'Paramètres', 'de', 'confidentialité', '\n']","[(76, 98)]",[['coo']]
704_140,D’autres sont optionnels mais contribuent à faciliter votre expérience de lecteur ou de lectrice et d’une certaine façon à soutenir Mediapart.,"['D’', 'autres', 'sont', 'optionnels', 'mais', 'contribuent', 'à', 'faciliter', 'votre', 'expérience', 'de', 'lecteur', 'ou', 'de', 'lectrice', 'et', 'd’', 'une', 'certaine', 'façon', 'à', 'soutenir', 'Mediapart', '.']","[(74, 96)]",[['coo']]
704_146,"Nécessaires au fonctionnement
du site ou de l’application
Connexion des abonné·es, mesure d’audience anonymisée, envoi des notifications push, suivi des pannes, mise en avant de nos services : ces outils sont nécessaires au suivi de l’activité de nos services et à leur bon fonctionnement.
en savoir plus
Voici les différents cookies et technologies similaires compris dans cette catégorie :
Cookies d’authentification : connexion des abonné·es.
AT Internet : mesure d’audience anonymisée
Affichage de contenus éditoriaux multimédias : vidéos (YouTube, Dailymotion, Vimeo, INA), réseaux sociaux (Facebook, Twitter, Instagram, Pinterest), documents (Scribd, Document Cloud, Slideshare), sons (SoundCloud, Spotify, Deezer), cartes (Google Maps, Mapbox, CartoDB, uMap), infographies (Highcharts, GitHub, Datawrapper, Flourish, Infogram, ThingLink, jQuery, Google Fonts, Bootstrap), live blogs (24liveblog, CoverItLive), aide à l’intégration de média dans les publications Journal et Club (Embedly).
Typeform : questionnaires facultatifs pour recueillir les avis des lecteurs sur nos produits numériques.
Datadog (uniquement sur le site web) : indicateurs techniques et équilibrage de charge.
Selligent (uniquement sur le site web) : communication avec l’abonné·e, mise en avant des services, offres et avantages.
Batch (uniquement sur l’application) : envoi de notifications push et de messages in-app.
","['Nécessaires', 'au', 'fonctionnement', '\n', 'du', 'site', 'ou', 'de', 'l’', 'application', '\n', 'Connexion', 'des', 'abonné·es', ',', 'mesure', 'd’', 'audience', 'anonymisée', ',', 'envoi', 'des', 'notifications', 'push', ',', 'suivi', 'des', 'pannes', ',', 'mise', 'en', 'avant', 'de', 'nos', 'services', ':', 'ces', 'outils', 'sont', 'nécessaires', 'au', 'suivi', 'de', 'l’', 'activité', 'de', 'nos', 'services', 'et', 'à', 'leur', 'bon', 'fonctionnement', '.', '\n', 'en', 'savoir', 'plus', '\n', 'Voici', 'les', 'différents', 'cookies', 'et', 'technologies', 'similaires', 'compris', 'dans', 'cette', 'catégorie', ':', '\n', 'Cookies', 'd’', 'authentification', ':', 'connexion', 'des', 'abonné·es', '.', '\n', 'AT', 'Internet', ':', 'mesure', 'd’', 'audience', 'anonymisée', '\n', 'Affichage', 'de', 'contenus', 'éditoriaux', 'multimédias', ':', 'vidéos', '(', 'YouTube', ',', 'Dailymotion', ',', 'Vimeo', ',', 'INA', ')', ',', 'réseaux', 'sociaux', '(', 'Facebook', ',', 'Twitter', ',', 'Instagram', ',', 'Pinterest', ')', ',', 'documents', '(', 'Scribd', ',', 'Document', 'Cloud', ',', 'Slideshare', ')', ',', 'sons', '(', 'SoundCloud', ',', 'Spotify', ',', 'Deezer', ')', ',', 'cartes', '(', 'Google', 'Maps', ',', 'Mapbox', ',', 'CartoDB', ',', 'uMap', ')', ',', 'infographies', '(', 'Highcharts', ',', 'GitHub', ',', 'Datawrapper', ',', 'Flourish', ',', 'Infogram', ',', 'ThingLink', ',', 'jQuery', ',', 'Google', 'Fonts', ',', 'Bootstrap', ')', ',', 'live', 'blogs', '(', '24liveblog', ',', 'CoverItLive', ')', ',', 'aide', 'à', 'l’', 'intégration', 'de', 'média', 'dans', 'les', 'publications', 'Journal', 'et', 'Club', '(', 'Embedly', ')', '.', '\n', 'Typeform', ':', 'questionnaires', 'facultatifs', 'pour', 'recueillir', 'les', 'avis', 'des', 'lecteurs', 'sur', 'nos', 'produits', 'numériques', '.', '\n', 'Datadog', '(', 'uniquement', 'sur', 'le', 'site', 'web', ')', ':', 'indicateurs', 'techniques', 'et', 'équilibrage', 'de', 'charge', '.', '\n', 'Selligent', '(', 'uniquement', 'sur', 'le', 'site', 'web', ')', ':', 'communication', 'avec', 'l’', 'abonné·e', ',', 'mise', 'en', 'avant', 'des', 'services', ',', 'offres', 'et', 'avantages', '.', '\n', 'Batch', '(', 'uniquement', 'sur', 'l’', 'application', ')', ':', 'envoi', 'de', 'notifications', 'push', 'et', 'de', 'messages', 'in-app', '.', '\n']","[(72, 81), (435, 444), (1251, 1259)]","[['fle'], ['fle'], ['fle']]"
704_152,"Ces outils nous permettent de recueillir des statistiques de fréquentation du site et de l’application mobile pour comprendre les usages, détecter d’éventuels problèmes et optimiser l’ergonomie de nos produits.
en savoir plus
Voici les outils tiers compris dans cette catégorie :
AT Internet : mesure d’audience reliée à l’identifiant d’abonné·e.
Google Analytics (uniquement sur le site web) : mesure d’audience.
CrazyEggs (uniquement sur le site web) : analyse de parcours client.
","['Ces', 'outils', 'nous', 'permettent', 'de', 'recueillir', 'des', 'statistiques', 'de', 'fréquentation', 'du', 'site', 'et', 'de', 'l’', 'application', 'mobile', 'pour', 'comprendre', 'les', 'usages', ',', 'détecter', 'd’', 'éventuels', 'problèmes', 'et', 'optimiser', 'l’', 'ergonomie', 'de', 'nos', 'produits', '.', '\n', 'en', 'savoir', 'plus', '\n', 'Voici', 'les', 'outils', 'tiers', 'compris', 'dans', 'cette', 'catégorie', ':', '\n', 'AT', 'Internet', ':', 'mesure', 'd’', 'audience', 'reliée', 'à', 'l’', 'identifiant', 'd’', 'abonné·e', '.', '\n', 'Google', 'Analytics', '(', 'uniquement', 'sur', 'le', 'site', 'web', ')', ':', 'mesure', 'd’', 'audience', '.', '\n', 'CrazyEggs', '(', 'uniquement', 'sur', 'le', 'site', 'web', ')', ':', 'analyse', 'de', 'parcours', 'client', '.', '\n']","[(337, 345)]",[['fle']]
731_169,"L’épaisseur du bourrelet et sa rigidité font que le pliage est pas forcément évident, je pense qu’il faut une bonne habitude de la cup, je la déconseille aux débutant.es pour ce motif.","['L’', 'épaisseur', 'du', 'bourrelet', 'et', 'sa', 'rigidité', 'font', 'que', 'le', 'pliage', 'est', 'pas', 'forcément', 'évident', ',', 'je', 'pense', 'qu’', 'il', 'faut', 'une', 'bonne', 'habitude', 'de', 'la', 'cup', ',', 'je', 'la', 'déconseille', 'aux', 'débutant.es', 'pour', 'ce', 'motif', '.']","[(158, 169)]",[['fle']]
731_173,"La longue tige est très souple, et je pense qu’ils l’ont mise pour rassurer les débutant.es qui ont l’habitude des tampons.","['La', 'longue', 'tige', 'est', 'très', 'souple', ',', 'et', 'je', 'pense', 'qu’', 'ils', 'l’', 'ont', 'mise', 'pour', 'rassurer', 'les', 'débutant.es', 'qui', 'ont', 'l’', 'habitude', 'des', 'tampons', '.']","[(80, 91)]",[['fle']]
735_14,"ohne Erlaubnis verboten.
×
Suivez notre newsletter !
Abonnez-vous à notre newsletter, et restez informé(e) des nouveaux contenus et de l'activité sur le site.
","['ohne', 'Erlaubnis', 'verboten', '.', '\n', '×', '\n', 'Suivez', 'notre', 'newsletter', '!', '\n', 'Abonnez', '-vous', 'à', 'notre', 'newsletter', ',', 'et', 'restez', 'informé(e)', 'des', 'nouveaux', 'contenus', 'et', 'de', ""l'"", 'activité', 'sur', 'le', 'site', '.', '\n']","[(96, 106)]",[['fle']]
749_10,"Nous sommes dans la bienveillance, l’écoute, l’entraide.
Alors, soyez les bienvenu-e-s sur ce nouvel espace d’informations, d’échanges, de discussions, de partage.
Partager cet article :
Cliquez pour partager sur Facebook(ouvre dans une nouvelle fenêtre)
Cliquez pour partager sur Twitter(ouvre dans une nouvelle fenêtre)
Cliquez pour partager sur LinkedIn(ouvre dans une nouvelle fenêtre)
Cliquez pour partager sur Pinterest(ouvre dans une nouvelle fenêtre)
Cliquez pour envoyer par e-mail à un ami(ouvre dans une nouvelle fenêtre)
Cliquer pour imprimer(ouvre dans une nouvelle fenêtre)
WordPress:
J’aime chargement…
Articles similaires
Tags:Egalité femmes-hommes, Humeurs, Vie pro-vie perso
A propos de moi
Égalimère
Working-mum, pro de l'équilibre vie pro-vie perso, qui culpabilise, râle contre les stéréotypes & les inégalités, aime la vie, les sorties et les voyages.
","['Nous', 'sommes', 'dans', 'la', 'bienveillance', ',', 'l’', 'écoute', ',', 'l’', 'entraide', '.', '\n', 'Alors', ',', 'soyez', 'les', 'bienvenu-e-s', 'sur', 'ce', 'nouvel', 'espace', 'd’', 'informations', ',', 'd’', 'échanges', ',', 'de', 'discussions', ',', 'de', 'partage', '.', '\n', 'Partager', 'cet', 'article', ':', '\n', 'Cliquez', 'pour', 'partager', 'sur', 'Facebook(ouvre', 'dans', 'une', 'nouvelle', 'fenêtre', ')', '\n', 'Cliquez', 'pour', 'partager', 'sur', 'Twitter(ouvre', 'dans', 'une', 'nouvelle', 'fenêtre', ')', '\n', 'Cliquez', 'pour', 'partager', 'sur', 'LinkedIn(ouvre', 'dans', 'une', 'nouvelle', 'fenêtre', ')', '\n', 'Cliquez', 'pour', 'partager', 'sur', 'Pinterest(ouvre', 'dans', 'une', 'nouvelle', 'fenêtre', ')', '\n', 'Cliquez', 'pour', 'envoyer', 'par', 'e-mail', 'à', 'un', 'ami(ouvre', 'dans', 'une', 'nouvelle', 'fenêtre', ')', '\n', 'Cliquer', 'pour', 'imprimer(ouvre', 'dans', 'une', 'nouvelle', 'fenêtre', ')', '\n', 'WordPress', ':', '\n', 'J’', 'aime', 'chargement', '…', '\n', 'Articles', 'similaires', '\n', 'Tags', ':', 'Egalité', 'femmes-hommes', ',', 'Humeurs', ',', 'Vie', 'pro-vie', 'perso', '\n', 'A', 'propos', 'de', 'moi', '\n', 'Égalimère', '\n', 'Working-mum', ',', 'pro', 'de', ""l'"", 'équilibre', 'vie', 'pro-vie', 'perso', ',', 'qui', 'culpabilise', ',', 'râle', 'contre', 'les', 'stéréotypes', '&', 'les', 'inégalités', ',', 'aime', 'la', 'vie', ',', 'les', 'sorties', 'et', 'les', 'voyages', '.', '\n']","[(74, 86)]",[['fle']]
749_22,"Droit d’auteure
","['Droit', 'd’', 'auteure', '\n']","[(8, 15)]",[['fem']]
749_23,Les publications et images de ce blog sont soumises au droit d’auteur·e.,"['Les', 'publications', 'et', 'images', 'de', 'ce', 'blog', 'sont', 'soumises', 'au', 'droit', 'd’', 'auteur·e', '.']","[(63, 71)]",[['fle']]
760_2,"Si les documents eux-mêmes sont techniques, leurs enjeux nous concernent toutes et tous.","['Si', 'les', 'documents', 'eux-mêmes', 'sont', 'techniques', ',', 'leurs', 'enjeux', 'nous', 'concernent', 'toutes', 'et', 'tous', '.']","[(73, 87)]",[['coo']]
763_7,"12 ans
Dernière réponse 12 ans
Poupoun
Posté(e) le 12 juin 2009
Poupoun
Membre Cadet
25
Partager
Posté(e) le 12 juin 2009
bonsoir,
je pense qu'il est grave de donner du café à un enfant de 3 ans...","['12', 'ans', '\n', 'Dernière', 'réponse', '12', 'ans', '\n', 'Poupoun', '\n', 'Posté(e)', 'le', '12', 'juin', '2009', '\n', 'Poupoun', '\n', 'Membre', 'Cadet', '\n', '25', '\n', 'Partager', '\n', 'Posté(e)', 'le', '12', 'juin', '2009', '\n', 'bonsoir', ',', '\n', 'je', 'pense', ""qu'"", 'il', 'est', 'grave', 'de', 'donner', 'du', 'café', 'à', 'un', 'enfant', 'de', '3', 'ans', '...']","[(39, 47), (97, 105)]","[['fle'], ['fle']]"
763_10,"Lien vers le commentaire
Partager sur d’autres sites
More sharing options...
Mumuseb
Posté(e) le 12 juin 2009
Mumuseb
Membre Pilier Junior
1,5k
Partager
Posté(e) le 12 juin 2009
","['Lien', 'vers', 'le', 'commentaire', '\n', 'Partager', 'sur', 'd’', 'autres', 'sites', '\n', 'More', 'sharing', 'options', '...', '\n', 'Mumuseb', '\n', 'Posté(e)', 'le', '12', 'juin', '2009', '\n', 'Mumuseb', '\n', 'Membre', 'Pilier', 'Junior', '\n', '1,5k', '\n', 'Partager', '\n', 'Posté(e)', 'le', '12', 'juin', '2009', '\n']","[(85, 93), (153, 161)]","[['fle'], ['fle']]"
763_13,"(quoique, d'expérience, pour certaines personnes, même le plus grand expert dans un domaine en sait forcément moins qu'eux).
Lien vers le commentaire
Partager sur d’autres sites
More sharing options...
Neptune
Posté(e) le 12 juin 2009
Neptune
Membre Junior
58
Partager
Posté(e) le 12 juin 2009
","['(', 'quoique', ',', ""d'"", 'expérience', ',', 'pour', 'certaines', 'personnes', ',', 'même', 'le', 'plus', 'grand', 'expert', 'dans', 'un', 'domaine', 'en', 'sait', 'forcément', 'moins', ""qu'"", 'eux', ')', '.', '\n', 'Lien', 'vers', 'le', 'commentaire', '\n', 'Partager', 'sur', 'd’', 'autres', 'sites', '\n', 'More', 'sharing', 'options', '...', '\n', 'Neptune', '\n', 'Posté(e)', 'le', '12', 'juin', '2009', '\n', 'Neptune', '\n', 'Membre', 'Junior', '\n', '58', '\n', 'Partager', '\n', 'Posté(e)', 'le', '12', 'juin', '2009', '\n']","[(210, 218), (269, 277)]","[['fle'], ['fle']]"
763_18,"...
Invité Shintoku
Posté(e) le 12 juin 2009
Invité Shintoku
Invités
Partager
Posté(e) le 12 juin 2009
","['...', '\n', 'Invité', 'Shintoku', '\n', 'Posté(e)', 'le', '12', 'juin', '2009', '\n', 'Invité', 'Shintoku', '\n', 'Invités', '\n', 'Partager', '\n', 'Posté(e)', 'le', '12', 'juin', '2009', '\n']","[(20, 28), (78, 86)]","[['fle'], ['fle']]"
763_28,"Partager sur d’autres sites
More sharing options...
Sardineb
Posté(e) le 12 juin 2009
Sardineb
Membre Pilier Sénior
12,5k
Partager
Posté(e) le 12 juin 2009
Lune de mes petites filles a commencé,vers deux ans,à s'emparer de tous les fonds de tasse qu'elle trouvait.
","['Partager', 'sur', 'd’', 'autres', 'sites', '\n', 'More', 'sharing', 'options', '...', '\n', 'Sardineb', '\n', 'Posté(e)', 'le', '12', 'juin', '2009', '\n', 'Sardineb', '\n', 'Membre', 'Pilier', 'Sénior', '\n', '12,5k', '\n', 'Partager', '\n', 'Posté(e)', 'le', '12', 'juin', '2009', '\n', 'Lune', 'de', 'mes', 'petites', 'filles', 'a', 'commencé', ',', 'vers', 'deux', 'ans', ',', 'à', ""s'"", 'emparer', 'de', 'tous', 'les', 'fonds', 'de', 'tasse', ""qu'"", 'elle', 'trouvait', '.', '\n']","[(61, 69), (131, 139)]","[['fle'], ['fle']]"
763_33,"Mimipinson74
Posté(e)","['Mimipinson74', '\n', 'Posté(e)']","[(13, 21)]",[['fle']]
763_34,"le 13 juin 2009
Mimipinson74
Membre Senior
285
Partager
Posté(e)","['le', '13', 'juin', '2009', '\n', 'Mimipinson74', '\n', 'Membre', 'Senior', '\n', '285', '\n', 'Partager', '\n', 'Posté(e)']","[(56, 64)]",[['fle']]
763_37,"S'il est impossible de raisonner la grand-mère, peut-être pouvez-vous ""dégouter"" le petit
Lien vers le commentaire
Partager sur d’autres sites
More sharing options...
Minimwa70
Posté(e) le 17 juin 2009
Minimwa70
Membre Benjamin
11
Auteur
Partager
Posté(e) le 17 juin 2009
merci de vos informations.
","[""S'"", 'il', 'est', 'impossible', 'de', 'raisonner', 'la', 'grand-mère', ',', 'peut-être', 'pouvez', '-vous', '""', 'dégouter', '""', 'le', 'petit', '\n', 'Lien', 'vers', 'le', 'commentaire', '\n', 'Partager', 'sur', 'd’', 'autres', 'sites', '\n', 'More', 'sharing', 'options', '...', '\n', 'Minimwa70', '\n', 'Posté(e)', 'le', '17', 'juin', '2009', '\n', 'Minimwa70', '\n', 'Membre', 'Benjamin', '\n', '11', '\n', 'Auteur', '\n', 'Partager', '\n', 'Posté(e)', 'le', '17', 'juin', '2009', '\n', 'merci', 'de', 'vos', 'informations', '.', '\n']","[(177, 185), (247, 255)]","[['fle'], ['fle']]"
763_41,"donc beaucoup de mésentante et de conflits.
Lien vers le commentaire
Partager sur d’autres sites
More sharing options...
Yooyoo
Posté(e) le 17 juin 2009
Yooyoo
Membre Pilier Sénior
27,7k
Partager
Posté(e) le 17 juin 2009
Bonjour,
A priori, les conflits sont plus profonds et le fait que la grand-mère donne quelques gorgées de café à l'enfant ne semble qu'un prétexte pour lui enlever son lien avec cet enfant.
","['donc', 'beaucoup', 'de', 'mésentante', 'et', 'de', 'conflits', '.', '\n', 'Lien', 'vers', 'le', 'commentaire', '\n', 'Partager', 'sur', 'd’', 'autres', 'sites', '\n', 'More', 'sharing', 'options', '...', '\n', 'Yooyoo', '\n', 'Posté(e)', 'le', '17', 'juin', '2009', '\n', 'Yooyoo', '\n', 'Membre', 'Pilier', 'Sénior', '\n', '27,7k', '\n', 'Partager', '\n', 'Posté(e)', 'le', '17', 'juin', '2009', '\n', 'Bonjour', ',', '\n', 'A', 'priori', ',', 'les', 'conflits', 'sont', 'plus', 'profonds', 'et', 'le', 'fait', 'que', 'la', 'grand-mère', 'donne', 'quelques', 'gorgées', 'de', 'café', 'à', ""l'"", 'enfant', 'ne', 'semble', ""qu'"", 'un', 'prétexte', 'pour', 'lui', 'enlever', 'son', 'lien', 'avec', 'cet', 'enfant', '.', '\n']","[(128, 136), (196, 204)]","[['fle'], ['fle']]"
